   -3.500  -39.000   -3.170  -39.500   -2.830  -40.000   -2.830  -40.500DAT  255
   -3.000  -41.000   -3.000  -41.500   -2.750  -42.000   -2.750  -42.500DAT  256
   -2.500  -43.000   -2.420  -43.500   -2.670  -44.000   -2.830  -44.580DAT  257
   -2.330  -44.420   -1.920  -44.670   -1.500  -44.830   -1.670  -45.330DAT  258
   -1.330  -45.500   -1.170  -46.170   -1.000  -46.670    -.670  -47.250DAT  259
    -.670  -47.830    -.830  -48.170   -1.580  -48.500   -1.420  -48.750DAT  260
   -1.000  -48.580    -.330  -48.420    -.170  -49.000    -.250  -49.500DAT  261
    -.170  -50.000    -.420  -50.420   -1.000  -50.420   -1.670  -50.580DAT  262
   -1.000  -50.830   -1.250  -51.420    -.670  -51.330    -.170  -51.170DAT  263
     .170  -50.750     .500  -50.420    1.000  -50.000    1.750  -49.920DAT  264
    1.830  -50.500    2.500  -50.670    3.170  -51.000    3.750  -51.000DAT  265
    4.250  -51.500    4.500  -51.830    4.830  -52.330    5.170  -52.750DAT  266
    5.420  -53.250    5.580  -53.670    5.670  -54.000    5.830  -54.500DAT  267
    5.920  -55.000    5.920  -55.500    5.830  -56.000    5.830  -56.500DAT  268
    5.920  -57.080    6.250  -57.330                                    DAT  269
 198                 15.750    6.250  -57.330  -84.250    6.250  -57.330DAT  270
    6.500  -57.670    6.830  -58.170    6.750  -58.580    7.170  -58.500DAT  271
    7.580  -58.670    7.920  -59.170    8.250  -59.670    8.580  -60.250DAT  272
    8.420  -61.000    9.000  -60.830    9.500  -61.000    9.670  -61.580DAT  273
    9.830  -62.000    9.750  -62.330   10.170  -62.670   10.500  -63.000DAT  274
   10.670  -62.170   10.670  -62.750   10.670  -63.420   10.670  -64.000DAT  275
   10.250  -64.500   10.080  -65.000   10.170  -65.580   10.330  -66.000DAT  276
   10.580  -66.170   10.580  -66.580   10.500  -67.000   10.500  -67.580DAT  277
   10.420  -68.170   10.750  -68.330   11.170  -68.420   11.420  -68.830DAT  278
   11.500  -69.330   11.500  -69.750   12.170  -69.920   11.920  -70.330DAT  279
